requisition_id,business_unit,location,skill_family,job_level,clearance_type,planned_start_month,priority
REQ-101151,Missiles & Fire Control,"Orlando, FL",Data Science & Analytics,2,Secret,2027-03,High
REQ-101152,Corporate Shared Services,Remote-Eligible,Electrical Engineering,1,None,2027-03,High
REQ-101153,Rotary & Mission Systems,Remote-Eligible,Electrical Engineering,2,Secret,2027-03,Standard
REQ-101154,Missiles & Fire Control,Remote-Eligible,Software Engineering,2,Secret,2027-03,Standard
REQ-101155,Space,"Denver, CO",Mechanical Engineering,4,Top Secret,2027-03,High
REQ-101156,Missiles & Fire Control,Remote-Eligible,Program / Project Management,3,Top Secret,2027-03,Standard
REQ-101157,Missiles & Fire Control,"Denver, CO",Software Engineering,5,None,2027-03,Standard
REQ-101158,Missiles & Fire Control,"Huntsville, AL",Manufacturing Operations,1,Secret,2027-03,Standard
REQ-101159,Aeronautics,"Bethesda, MD",Cybersecurity,5,Top Secret,2027-03,Standard
REQ-101160,Missiles & Fire Control,"Grand Prairie, TX",Business Development,5,None,2027-03,High
REQ-101161,Rotary & Mission Systems,Remote-Eligible,Manufacturing Operations,4,Secret,2027-03,Standard
REQ-101162,Rotary & Mission Systems,"Huntsville, AL",Electrical Engineering,1,Secret,2027-03,High
REQ-101163,Space,"Sunnyvale, CA",Mechanical Engineering,4,TS/SCI,2027-03,Standard
REQ-101164,Space,"Grand Prairie, TX",Program / Project Management,2,Secret,2027-03,Standard
REQ-101165,Rotary & Mission Systems,"Fort Worth, TX",Data Science & Analytics,5,None,2027-03,High
REQ-101166,Space,"Sunnyvale, CA",Electrical Engineering,1,Top Secret,2027-03,Standard
REQ-101167,Missiles & Fire Control,"Grand Prairie, TX",Program / Project Management,5,None,2027-03,Standard
REQ-101168,Corporate Shared Services,"Huntsville, AL",Electrical Engineering,2,None,2027-03,High
REQ-101169,Corporate Shared Services,"Orlando, FL",Mechanical Engineering,5,Secret,2027-03,Standard
REQ-101170,Aeronautics,"Bethesda, MD",Program / Project Management,3,None,2027-03,Critical
REQ-101171,Space,"Orlando, FL",Program / Project Management,5,TS/SCI,2027-03,Standard
REQ-101172,Space,Remote-Eligible,Systems Engineering,6,Top Secret,2027-03,High
REQ-101173,Space,"Denver, CO",Mechanical Engineering,5,Top Secret,2027-03,Critical
REQ-101174,Aeronautics,"Grand Prairie, TX",Mechanical Engineering,5,None,2027-03,Critical
REQ-101175,Corporate Shared Services,"Orlando, FL",Software Engineering,6,TS/SCI,2027-03,Critical
REQ-101176,Space,"Orlando, FL",Manufacturing Operations,4,Secret,2027-03,Standard
REQ-101177,Rotary & Mission Systems,"Orlando, FL",Data Science & Analytics,6,Public Trust,2027-03,Standard
REQ-101178,Corporate Shared Services,Remote-Eligible,Electrical Engineering,3,Top Secret,2027-03,Critical
REQ-101179,Aeronautics,"Fort Worth, TX",Systems Engineering,5,Secret,2027-03,Standard
REQ-101180,Aeronautics,"Orlando, FL",Systems Engineering,4,Top Secret,2027-03,High
REQ-101181,Missiles & Fire Control,"Orlando, FL",Electrical Engineering,5,TS/SCI,2027-03,Standard
REQ-101182,Space,"Grand Prairie, TX",Manufacturing Operations,1,Public Trust,2027-03,High
REQ-101183,Corporate Shared Services,"Bethesda, MD",Software Engineering,3,None,2027-03,High
REQ-101184,Aeronautics,"Fort Worth, TX",Program / Project Management,1,Top Secret,2027-03,Standard
REQ-101185,Missiles & Fire Control,"Sunnyvale, CA",Program / Project Management,4,None,2027-03,Standard
REQ-101186,Corporate Shared Services,"Sunnyvale, CA",Systems Engineering,1,Secret,2027-03,High
REQ-101187,Corporate Shared Services,"Orlando, FL",Business Development,6,None,2027-03,High
REQ-101188,Aeronautics,"Bethesda, MD",Systems Engineering,4,Secret,2027-03,High
REQ-101189,Missiles & Fire Control,"Fort Worth, TX",Business Development,3,TS/SCI,2027-03,Standard
REQ-101190,Rotary & Mission Systems,"Grand Prairie, TX",Systems Engineering,6,Secret,2027-03,High
REQ-101191,Corporate Shared Services,"Huntsville, AL",Finance & Accounting,1,Public Trust,2027-03,Critical
REQ-101192,Corporate Shared Services,"Fort Worth, TX",Finance & Accounting,4,Public Trust,2027-03,Standard
REQ-101193,Space,"Fort Worth, TX",Systems Engineering,5,Public Trust,2027-03,Standard
REQ-101194,Corporate Shared Services,"Orlando, FL",Manufacturing Operations,1,Secret,2027-03,High
REQ-101195,Aeronautics,Remote-Eligible,Data Science & Analytics,5,None,2027-03,Standard
REQ-101196,Aeronautics,"Grand Prairie, TX",Finance & Accounting,5,Secret,2027-03,Standard
REQ-101197,Missiles & Fire Control,"Grand Prairie, TX",Program / Project Management,2,Top Secret,2027-03,Standard
REQ-101198,Rotary & Mission Systems,"Grand Prairie, TX",Mechanical Engineering,2,Secret,2027-03,Standard
REQ-101199,Rotary & Mission Systems,"Huntsville, AL",Electrical Engineering,5,Secret,2027-03,High
REQ-101200,Corporate Shared Services,"Fort Worth, TX",Systems Engineering,2,Secret,2027-03,Standard
REQ-101201,Missiles & Fire Control,"Bethesda, MD",Supply Chain,2,Top Secret,2027-03,Critical
REQ-101202,Space,"Bethesda, MD",Mechanical Engineering,4,Top Secret,2027-03,Standard
REQ-101203,Rotary & Mission Systems,"Denver, CO",Business Development,2,Secret,2027-03,Standard
REQ-101204,Rotary & Mission Systems,"Huntsville, AL",Mechanical Engineering,6,None,2027-03,Standard
REQ-101205,Rotary & Mission Systems,"Huntsville, AL",Systems Engineering,2,None,2027-03,High
REQ-101206,Space,"Sunnyvale, CA",Electrical Engineering,6,Secret,2027-03,Standard
REQ-101207,Space,"Denver, CO",Electrical Engineering,3,Public Trust,2027-03,High
REQ-101208,Missiles & Fire Control,"Bethesda, MD",Electrical Engineering,1,None,2027-03,Standard
REQ-101209,Corporate Shared Services,"Fort Worth, TX",Manufacturing Operations,1,Secret,2027-03,Critical
REQ-101210,Rotary & Mission Systems,Remote-Eligible,Data Science & Analytics,3,Top Secret,2027-03,High
REQ-101211,Space,"Denver, CO",Finance & Accounting,4,None,2027-03,Standard
REQ-101212,Corporate Shared Services,"Grand Prairie, TX",Mechanical Engineering,2,None,2027-03,Standard
REQ-101213,Space,"Denver, CO",Electrical Engineering,2,Public Trust,2027-03,High
REQ-101214,Corporate Shared Services,"Huntsville, AL",Data Science & Analytics,2,Public Trust,2027-03,Standard
REQ-101215,Missiles & Fire Control,"Bethesda, MD",Cybersecurity,2,Top Secret,2027-03,Standard
REQ-101216,Missiles & Fire Control,"Sunnyvale, CA",Software Engineering,5,None,2027-03,Standard
REQ-101217,Rotary & Mission Systems,"Fort Worth, TX",Software Engineering,4,Secret,2027-03,Standard
REQ-101218,Rotary & Mission Systems,"Fort Worth, TX",Systems Engineering,6,None,2027-03,High
REQ-101219,Missiles & Fire Control,"Huntsville, AL",Mechanical Engineering,4,Public Trust,2027-03,Critical
REQ-101220,Rotary & Mission Systems,"Orlando, FL",Systems Engineering,6,Top Secret,2027-03,Standard
REQ-101221,Corporate Shared Services,"Huntsville, AL",Electrical Engineering,2,None,2027-03,Standard
REQ-101222,Corporate Shared Services,"Denver, CO",Electrical Engineering,1,Secret,2027-03,High
REQ-101223,Corporate Shared Services,"Huntsville, AL",Software Engineering,2,None,2027-03,High
REQ-101224,Missiles & Fire Control,"Huntsville, AL",Program / Project Management,2,TS/SCI,2027-03,Standard
REQ-101225,Missiles & Fire Control,"Bethesda, MD",Systems Engineering,4,Secret,2027-03,Standard
REQ-101226,Corporate Shared Services,"Sunnyvale, CA",Finance & Accounting,6,Secret,2027-03,Standard
REQ-101227,Rotary & Mission Systems,"Huntsville, AL",Business Development,6,None,2027-03,Standard
REQ-101228,Corporate Shared Services,"Bethesda, MD",Software Engineering,2,Public Trust,2027-03,Standard
REQ-101229,Rotary & Mission Systems,"Huntsville, AL",Electrical Engineering,1,Top Secret,2027-03,Critical
REQ-101230,Corporate Shared Services,"Sunnyvale, CA",Program / Project Management,2,None,2027-03,Standard
REQ-101231,Missiles & Fire Control,"Huntsville, AL",Software Engineering,4,Secret,2027-03,Critical
REQ-101232,Corporate Shared Services,"Huntsville, AL",Software Engineering,2,None,2027-03,Critical
REQ-101233,Corporate Shared Services,"Fort Worth, TX",Data Science & Analytics,5,Public Trust,2027-03,High
REQ-101234,Aeronautics,"Bethesda, MD",Electrical Engineering,1,None,2027-03,Standard
REQ-101235,Corporate Shared Services,"Sunnyvale, CA",Electrical Engineering,1,Top Secret,2027-03,Standard
REQ-101236,Rotary & Mission Systems,"Fort Worth, TX",Cybersecurity,1,Secret,2027-03,Standard
REQ-101237,Aeronautics,"Grand Prairie, TX",Software Engineering,3,None,2027-03,Standard
REQ-101238,Aeronautics,"Huntsville, AL",Software Engineering,1,Secret,2027-03,Standard
REQ-101239,Rotary & Mission Systems,"Huntsville, AL",Supply Chain,3,Public Trust,2027-03,Critical
REQ-101240,Aeronautics,"Huntsville, AL",Manufacturing Operations,2,TS/SCI,2027-03,High
REQ-101241,Rotary & Mission Systems,"Denver, CO",Software Engineering,4,None,2027-03,High
REQ-101242,Missiles & Fire Control,"Sunnyvale, CA",Supply Chain,1,Public Trust,2027-03,High
REQ-101243,Aeronautics,"Orlando, FL",Software Engineering,6,TS/SCI,2027-03,High
